16:32:15.258 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is flagging or unflagging cell
16:32:16.018 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 3
16:32:16.018 [AWT-EventQueue-0] INFO  c.b.t.m.c.FlagStatusChanger - Changing FLAG STATUS for cell with cords 11:11
16:32:16.018 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is flagging or unflagging cell
16:32:16.610 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 3
16:32:16.610 [AWT-EventQueue-0] INFO  c.b.t.m.c.FlagStatusChanger - Changing FLAG STATUS for cell with cords 10:6
16:32:16.610 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is flagging or unflagging cell
16:32:17.114 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:17.114 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 10:7
16:32:17.114 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:6
16:32:17.114 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:7
16:32:17.114 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:8
16:32:17.114 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:7
16:32:17.114 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:8
16:32:17.115 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 11:6
16:32:17.115 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:17.115 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 11:7
16:32:17.115 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 11:8
16:32:17.947 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:17.947 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 11:6
16:32:17.947 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:5
16:32:17.947 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:17.947 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:7
16:32:17.947 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 11:5
16:32:17.947 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:17.947 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 11:6
16:32:17.947 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 11:7
16:32:18.618 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:18.618 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 10:5
16:32:19.051 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 3
16:32:19.051 [AWT-EventQueue-0] INFO  c.b.t.m.c.FlagStatusChanger - Changing FLAG STATUS for cell with cords 9:4
16:32:19.051 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is flagging or unflagging cell
16:32:19.714 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:19.714 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 8:3
16:32:19.714 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:2
16:32:19.714 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:3
16:32:19.715 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:4
16:32:19.715 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:2
16:32:19.715 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:3
16:32:19.715 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:4
16:32:19.715 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:2
16:32:19.715 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:19.715 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:3
16:32:19.715 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 9:3
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:2
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:3
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:4
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:2
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:3
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:2
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:3
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:4
16:32:20.331 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:21.010 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:21.010 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 10:2
16:32:21.635 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 3
16:32:21.635 [AWT-EventQueue-0] INFO  c.b.t.m.c.FlagStatusChanger - Changing FLAG STATUS for cell with cords 8:1
16:32:21.635 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is flagging or unflagging cell
16:32:22.202 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 8:2
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:1
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:2
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 7:3
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:2
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:3
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:1
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:2
16:32:22.203 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:3
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 9:2
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:2
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 8:3
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:1
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:2
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 9:3
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:1
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - View is filling cells with new image codes
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:2
16:32:22.755 [AWT-EventQueue-0] INFO  c.b.t.m.c.SelectCellOpenerImpl - opening cell with cords 10:3
16:32:23.251 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:23.251 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 10:2
16:32:23.787 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 2
16:32:23.787 [AWT-EventQueue-0] INFO  c.b.t.m.c.CellsAroundSelectCellOpenerImpl - opening cells around cell with cords 10:0
16:32:24.419 [AWT-EventQueue-0] INFO  c.b.task3.view.SwingMinesweeperView - Processing pushing mouse button with code: 3
